filename,width,height,class,xmin,ymin,xmax,ymax
184.2019_crop.JPG,404,300,neutral,67,61,168,189
184.2019_crop.JPG,404,300,neutral,236,66,328,191
184.crop.JPG,315,278,sad,118,37,192,166
184.crop2.JPG,289,292,sad,174,59,229,136
184.maxresdefault.jpg,1280,720,smile,367,121,685,488
185.2008-out-cry-postcard.jpg,434,599,neutral,98,275,220,451
185.2008-out-cry-postcard.jpg,434,599,neutral,268,146,396,333
185.881137_441976_1350.jpg,600,400,sad,146,46,271,202
185.912189144.jpg,509,339,surprise,250,91,315,174
185.crop.JPG,374,332,sad,103,49,245,227
"185.The-UK-India-relationship-is-politics-neutral,-says-Indian-Minister.jpg",1024,640,neutral,340,201,386,259
"185.The-UK-India-relationship-is-politics-neutral,-says-Indian-Minister.jpg",1024,640,neutral,760,181,806,239
"185.The-UK-India-relationship-is-politics-neutral,-says-Indian-Minister.jpg",1024,640,neutral,630,199,676,257
"185.The-UK-India-relationship-is-politics-neutral,-says-Indian-Minister.jpg",1024,640,neutral,503,197,549,255
186.6a0cfc40536a0168e915abab69dbd802fbf36962.jpg,612,462,smile,194,100,298,241
186.6a0cfc40536a0168e915abab69dbd802fbf36962.jpg,612,462,smile,289,129,397,261
186.angry-asian-business-woman-mad-computer_34670-593.jpg,626,417,angry,193,66,310,202
186.crop.JPG,311,312,sad,36,38,159,196
186.crop2.JPG,310,316,sad,90,130,180,219
187.20190525000718374_1558736685_1.jpg,500,275,surprise,196,63,289,183
187.fp_20170906_jung_pak.jpg,2133,3200,neutral,654,563,1391,1566
188.angry-furious-face-asian-man-working-with-computer-office_39688-294.jpg,626,469,angry,275,107,368,232
188.bc6edbef-3db8-4359-bf2c-22cabc0e53c7.jpg,960,540,sad,438,145,607,410
188.depositphotos_195429690-stock-video-happy-asian-women-using-smart.jpg,608,342,smile,214,99,277,208
189.1547215845683077.jpg,540,433,neutral,275,98,412,301
19.30000488675_700.jpg,498,242,sad,248,24,350,180
19.6997193766_4e0a91b33a_z.jpg,337,506,sad,90,118,235,339
19.bts_v_smile_704_full_0.jpg,704,396,smile,226,91,443,309
19.jboxD4.jpg,400,223,sad,160,27,253,172
190.harvard-asians.jpg,749,561,neutral,304,41,379,147
191.happy-asian-family-jumping-on-the-beach-CN8Y60.jpg,1300,956,smile,401,301,472,406
191.happy-asian-family-jumping-on-the-beach-CN8Y60.jpg,1300,956,smile,378,142,437,211
191.happy-asian-family-jumping-on-the-beach-CN8Y60.jpg,1300,956,smile,646,491,708,567
191.happy-asian-family-jumping-on-the-beach-CN8Y60.jpg,1300,956,smile,963,194,1030,283
192.crop.JPG,326,230,surprise,155,30,249,156
192.crop3.JPG,319,251,neutral,159,74,268,222
192.surprised-asian-woman-with-paper-crown_23-2147766602.jpg,625,365,surprise,346,111,404,192
194.800px_COLOURBOX19681364.jpg,533,800,smile,227,147,267,202
194.crop.JPG,383,317,sad,85,65,140,156
194.crop.JPG,383,317,sad,205,13,292,102
195.3545253_lr2.jpg,596,335,smile,121,116,202,212
195.3545253_lr2.jpg,596,335,smile,363,79,515,248
195.882141750.jpg,509,339,angry,237,53,289,121
195.c3cca84934fd77d81c75dbfad82d23c5.jpg,800,1198,neutral,270,314,479,553
195.Try-To-Watch-Chinese-Commercial-Without-Crying-Emotional-People-Cry.jpg,635,320,neutral,276,71,340,153
195.Try-To-Watch-Chinese-Commercial-Without-Crying-Emotional-People-Cry.jpg,635,320,neutral,41,110,92,173
197.20190717171511_1347872_1200_1814.jpg,600,906,sad,160,168,286,290
198.hqdefault.jpg,480,360,smile,95,45,201,173
2.https%3A%2F%2Fblogs-images.forbes.com%2Fgoldiechan%2Ffiles%2F2019%2F06%2FCU_Phil-Yu_Large.jpg,960,444,angry,338,87,526,344
2.maxresdefault.jpg,1280,720,sad,396,156,720,618
20.Heating-Repair-Service.jpg,1690,1124,smile,639,187,763,475
20.Heating-Repair-Service.jpg,1690,1124,smile,1004,179,1173,461
20.Heating-Repair-Service.jpg,1690,1124,smile,1174,154,1374,544
200.maxresdefault.jpg,1280,720,smile,331,184,571,493
200.maxresdefault.jpg,1280,720,neutral,666,369,898,664
200.Stars_1_1.jpg,980,1262,neutral,311,314,586,645
201.2019041015213152989_1554877291.jpg,730,487,sad,376,144,502,282
201.p1a8n6n39q1uh6nb9p2u1rgm1crt1.jpg,450,739,neutral,194,57,229,117
202.chinese.jpg,600,375,smile,195,51,312,211
202.storyblocks-asian-business-surprised-with-outrageously-and-funny-pose_BlODJOkOQ_SB_PM.jpg,667,1000,neutral,236,304,308,382
203.09df3a612ee3e649c3b47b2abc0bb43d.jpg,225,224,neutral,77,74,138,155
203.208671_206409_170.jpg,500,625,neutral,190,118,333,286
203.ca0274c31c03c85986596f70f90d6ad1.jpg,640,640,neutral,360,98,502,279
204.portrait-surprising-shocking-asian-young-little-girl_49149-692.jpg,626,417,surprise,147,161,287,330
205.201803020446531710_1.jpg,540,303,sad,168,87,291,272
205.crop.JPG,261,250,sad,73,13,185,189
205.crop2.JPG,302,236,surprise,124,43,227,173
205.graphicstock-full-length-portrait-of-a-smiling-happy-asian-businesswoman-celebrating-her-success_SOCUg4Bhe_SB_PM.jpg,667,1000,smile,301,122,384,207
205.Screen-Shot-2016-10-22-at-11.14.37-AM-1.jpg,900,600,neutral,318,168,575,450
205.tumblr_pgne8rktWe1ukj0z6o1_500.jpg,500,667,neutral,179,194,329,404
206.1.jpg,852,480,smile,492,81,588,244
206.Asian-Eye-Makeup-with-How-To-Do-Makeup-For-Asian-Eyes-379x297.jpg,379,297,neutral,35,1,361,297
207.20160109133258_56908d7a6696a_1.jpg,540,742,smile,174,105,276,233
208.crop.JPG,518,381,neutral,118,64,177,135
208.crop.JPG,518,381,neutral,352,63,415,155
208.crop2.JPG,421,367,neutral,257,90,329,181
209.201810262162357827_1.jpg,680,529,neutral,311,86,444,242
209.asian-guys-hairstyle-surprising-45-latest-asian-amp-korean-men-hairstyles-pictures.jpg,600,600,neutral,180,222,424,510
210.38749835.jpg,450,319,smile,201,69,244,117
210.crop.JPG,259,250,sad,81,43,202,197
211.focused_216399236-stock-photo-happy-asian-family-eating-noodles.jpg,650,434,smile,156,122,212,182
212.crop.JPG,299,460,neutral,124,204,199,284
212.N_crop.JPG,368,276,sad,138,56,240,194
212.N_crop2.JPG,345,293,neutral,163,76,233,183
213.500_F_145485598_d7U8zXXBMpPTmQwHROsNl1atbHtWMCJp.jpg,500,334,smile,282,48,364,147
213.l_2018101701001613200156581.jpg,600,909,neutral,102,98,159,172
213.l_2018101701001613200156581.jpg,600,909,sad,481,208,538,282
213.l_2018101701001613200156581.jpg,600,909,neutral,352,128,413,201
214.919404718.jpg,508,339,sad,172,103,215,167
214.crop.JPG,450,497,sad,188,83,263,171
214.crop.JPG,450,497,neutral,336,54,414,131
214.crop.JPG,450,497,neutral,57,52,125,139
215.5426e78369beddcc28335aab-750-561.jpg,750,561,neutral,107,115,196,242
215.5426e78369beddcc28335aab-750-561.jpg,750,561,neutral,547,103,639,232
216.c4ef7514312f4960aace26d35b939572.jpg,500,331,sad,187,102,289,225
217.1032d321-5bd2-48ea-9546-0aac36d67bc7.sized-1000x1000.jpg,1000,667,neutral,480,226,535,333
217.1446914533137.jpg,1000,667,smile,328,74,607,418
217.depositphotos_177580288-stock-video-angry-sulky-asian-beautiful-young.jpg,608,342,neutral,258,15,497,316
218.depositphotos_199666930-stock-photo-excited-surprised-asian-chinese-woman.jpg,1600,1167,surprise,383,202,556,426
219._105651271_son3.jpg,976,549,smile,401,94,519,241
22.1.jpg,852,480,smile,368,80,474,200
22.1.jpg,852,480,smile,549,156,641,277
220.image_readtop_2019_420041_15605023193787806.jpg,500,720,neutral,157,124,324,304
221.storyblocks-surprised-youthful-asian-female_rONpnFFmN_SB_PM.jpg,667,1000,smile,249,151,393,345
222.happy-healthy-asian-woman-eating-vegetable-salad-diet_34840-65.jpg,626,417,smile,370,57,430,135
222.r_TIKrHK.jpg,529,529,neutral,256,96,466,400
223.beauty-fashion-portrait-sensual-smiling-surprised-asian-young-woman-with-dark-long-hair_72389-913.jpg,626,418,smile,306,70,411,205
223.crop.JPG,452,442,sad,180,28,369,263
223.tara-the-fourth-album.jpg,1600,1087,neutral,118,374,169,431
223.tara-the-fourth-album.jpg,1600,1087,neutral,1225,399,1276,456
223.tara-the-fourth-album.jpg,1600,1087,neutral,971,419,1022,476
223.tara-the-fourth-album.jpg,1600,1087,neutral,814,433,865,490
223.tara-the-fourth-album.jpg,1600,1087,neutral,595,424,646,481
223.tara-the-fourth-album.jpg,1600,1087,neutral,393,397,434,459
223.tara-the-fourth-album.jpg,1600,1087,neutral,1443,406,1493,466
224.475787-1553620-3_320x400.jpg,320,400,smile,106,110,244,281
224.maxresdefault.jpg,1280,720,smile,537,212,645,329
224.maxresdefault.jpg,1280,720,smile,1003,211,1101,334
224.maxresdefault.jpg,1280,720,smile,205,241,332,362
224.stlFc.jpg,728,405,sad,285,120,474,367
225.911749658.jpg,509,339,smile,276,105,341,166
225.crop.JPG,325,332,surprise,191,51,258,154
225.crop2.JPG,350,291,sad,149,88,226,201
225.funny-asian-man-close-up-angry-expression-funny-asian-man-looked-unhappy-angry-upset-silly-face-stock-photos_csp51865934.jpg,270,195,angry,97,35,172,129
225.Stephanie+Jamison_80b3f523-5b64-4de7-bf5b-1be78feea360-prv.jpg,799,1200,smile,273,352,541,654
226.canva-smiling-asian-man-student-with-backpack-using-laptop-MABnzMYVDgk.jpg,550,367,smile,222,70,278,134
226.crop.JPG,526,602,neutral,285,79,330,135
226.PYH2019031125580005400_P2.jpg,500,347,sad,289,60,373,163
226.PYH2019031125580005400_P2.jpg,500,347,sad,55,121,89,158
226.PYH2019031125580005400_P2.jpg,500,347,neutral,183,87,215,140
227.crop.JPG,224,301,neutral,67,84,130,176
227.man-person-people-old-male-asian-jungle-brown-hat-smile-muscle-life-weathered-tribe-worker-happy-skin-age-hard-shovel-thin-wrinkles-weather-beaten-726422.jpg,7296,4870,smile,2305,1530,3280,2390
228.crop.JPG,273,228,neutral,100,92,154,142
228.crop2.JPG,324,240,neutral,119,62,201,168
229.1a937d88-ac5f-11e9-a61f-bc570b50c4e7_image_hires_141825.jpg,768,768,neutral,60,137,237,376
229.1a937d88-ac5f-11e9-a61f-bc570b50c4e7_image_hires_141825.jpg,768,768,neutral,410,234,531,491
23.crop.JPG,279,363,neutral,81,30,216,219
23.crop2.JPG,363,360,sad,80,48,275,313
230.crop.JPG,307,212,sad,132,21,233,182
230.crop2.JPG,277,245,sad,85,50,220,199
230.crop3.JPG,308,237,neutral,152,58,252,176
230.crop4.JPG,361,255,sad,30,98,138,232
230.theasianentrepreneur_melvinpoh_001-1024x863.jpg,1024,863,smile,392,201,557,382
231.positive-asian-man-pointing-finger-aside_1262-18275.jpg,626,417,smile,197,68,276,160
232.crop.JPG,313,252,sad,113,7,258,197
232.crop3.JPG,301,283,sad,64,36,254,269
232.crop4.JPG,303,255,sad,97,39,193,159
232.uHJ8v3bQc1jp636650232502567470.jpg,1280,720,sad,554,156,819,472
233.640x-1.jpg,640,360,neutral,261,65,360,185
233.H18-750x500.jpg,750,500,neutral,264,95,389,266
234.-5rs0Jg-_400x400.jpg,400,400,smile,146,136,267,273
234.201907192042236710_1.jpg,430,238,sad,96,38,293,218
234.Asian%20woman%20HOME1.jpg,500,221,neutral,302,39,373,115
235.cute_asian_girl_smiling.jpg,720,479,neutral,310,135,387,232
235.Emma%E2%80%99s-rousing-speech-610x225.jpg,610,225,smile,282,22,349,91
236.118562486-photo-image-of-young-funny-asian-man-shocked-or-surprised-expression-with-mouth-open-against-white-b.jpg,450,300,surprise,110,61,208,193
236.2018_crop.JPG,259,221,neutral,101,53,177,150
236.2018_crop2.JPG,282,211,neutral,102,41,171,150
236.2018_crop3.JPG,295,218,smile,126,90,208,182
236.crop.JPG,344,266,neutral,121,56,218,170
236.crop2.JPG,352,259,neutral,126,63,218,171
237.1.jpg,910,480,smile,261,162,306,225
237.1.jpg,910,480,smile,351,220,394,261
237.1.jpg,910,480,smile,492,116,537,179
237.5c116b1c5b77c.jpg,800,427,neutral,29,142,79,202
237.5c116b1c5b77c.jpg,800,427,neutral,678,102,733,168
237.5c116b1c5b77c.jpg,800,427,neutral,506,85,560,151
237.5c116b1c5b77c.jpg,800,427,neutral,342,116,388,178
237.5c116b1c5b77c.jpg,800,427,neutral,202,159,252,216
237.asians3.0.jpg,1200,800,neutral,457,233,633,440
238.a8b64d820279bca0eab049d0163e7ac9.jpg,500,750,neutral,219,126,256,181
238.young-asian-woman-carrying-shopping-bags-surprised-excited-gesture_8087-2493.jpg,626,417,surprise,373,68,417,129
239.crop.JPG,241,326,smile,69,94,157,191
239.shutterstock_549945919-760x506.jpg,760,506,smile,418,83,615,341
239.young-asian-woman-smile-happy-face-portrait-4k-in-city_nygk5shl__S0004.jpg,320,180,smile,171,40,235,116
24.arina-hashimoto-asian-smile-cute.jpg,1332,850,smile,199,71,709,642
24.img_crop.JPG,228,201,neutral,74,5,141,102
24.img_crop2.JPG,235,197,neutral,115,49,177,125
24.img_crop3.JPG,236,399,neutral,29,88,144,294
24.img_crop4.JPG,236,205,sad,76,23,169,143
24.img_crop5.JPG,236,197,sad,80,8,170,122
24.k-s35-name-5939-job8.jpg,1200,855,smile,520,162,691,395
24.maxresdefault.jpg,1280,720,neutral,577,17,1044,531
240.Asian-American-bg.jpg,1200,458,smile,452,193,548,311
240.Asian-American-bg.jpg,1200,458,smile,1103,27,1193,137
240.Asian-American-bg.jpg,1200,458,smile,983,51,1082,159
240.Asian-American-bg.jpg,1200,458,smile,525,56,619,160
240.Asian-American-bg.jpg,1200,458,smile,700,71,800,188
240.Asian-American-bg.jpg,1200,458,smile,302,18,386,129
240.Asian-American-bg.jpg,1200,458,smile,176,252,271,364
240.Asian-American-bg.jpg,1200,458,smile,838,71,927,169
240.crop.JPG,307,357,neutral,65,35,237,251
240.crop2.JPG,325,358,sad,71,93,260,285
240.Vera-Wang.jpg,1000,560,neutral,398,197,586,436
241.https%3A%2F%2Fs3-ap-northeast-1.amazonaws.com%2Fpsh-ex-ftnikkei-3937bb4%2Fimages%2F7%2F0%2F4%2F3%2F17023407-1-eng-GB%2FAP_18334378666802_2048x1152.jpg,2048,1152,neutral,613,656,739,795
241.https%3A%2F%2Fs3-ap-northeast-1.amazonaws.com%2Fpsh-ex-ftnikkei-3937bb4%2Fimages%2F7%2F0%2F4%2F3%2F17023407-1-eng-GB%2FAP_18334378666802_2048x1152.jpg,2048,1152,angry,1059,630,1151,746
241.https%3A%2F%2Fs3-ap-northeast-1.amazonaws.com%2Fpsh-ex-ftnikkei-3937bb4%2Fimages%2F7%2F0%2F4%2F3%2F17023407-1-eng-GB%2FAP_18334378666802_2048x1152.jpg,2048,1152,neutral,1835,757,1925,862
241.https%3A%2F%2Fs3-ap-northeast-1.amazonaws.com%2Fpsh-ex-ftnikkei-3937bb4%2Fimages%2F7%2F0%2F4%2F3%2F17023407-1-eng-GB%2FAP_18334378666802_2048x1152.jpg,2048,1152,neutral,1650,813,1753,934
241.https%3A%2F%2Fs3-ap-northeast-1.amazonaws.com%2Fpsh-ex-ftnikkei-3937bb4%2Fimages%2F7%2F0%2F4%2F3%2F17023407-1-eng-GB%2FAP_18334378666802_2048x1152.jpg,2048,1152,neutral,1538,777,1630,885
241.https%3A%2F%2Fs3-ap-northeast-1.amazonaws.com%2Fpsh-ex-ftnikkei-3937bb4%2Fimages%2F7%2F0%2F4%2F3%2F17023407-1-eng-GB%2FAP_18334378666802_2048x1152.jpg,2048,1152,neutral,1298,752,1374,862
241.https%3A%2F%2Fs3-ap-northeast-1.amazonaws.com%2Fpsh-ex-ftnikkei-3937bb4%2Fimages%2F7%2F0%2F4%2F3%2F17023407-1-eng-GB%2FAP_18334378666802_2048x1152.jpg,2048,1152,neutral,1205,682,1280,782
241.https%3A%2F%2Fs3-ap-northeast-1.amazonaws.com%2Fpsh-ex-ftnikkei-3937bb4%2Fimages%2F7%2F0%2F4%2F3%2F17023407-1-eng-GB%2FAP_18334378666802_2048x1152.jpg,2048,1152,neutral,459,673,542,793
241.https%3A%2F%2Fs3-ap-northeast-1.amazonaws.com%2Fpsh-ex-ftnikkei-3937bb4%2Fimages%2F7%2F0%2F4%2F3%2F17023407-1-eng-GB%2FAP_18334378666802_2048x1152.jpg,2048,1152,neutral,226,763,331,893
241.MLEE_UNFO18_SimuLiu-746-640x345.jpg,640,345,neutral,207,62,286,159
242.1129129520.jpg,509,339,smile,67,98,146,194
242.1129129520.jpg,509,339,smile,303,58,389,160
242.1129129520.jpg,509,339,smile,175,101,254,192
242.asian-smiling-300x200.jpg,300,200,neutral,144,35,266,179
242.jboxD5.jpg,400,232,sad,225,41,315,161
242.smile29f-1-web.jpg,750,693,neutral,258,208,499,486
243.921057_142091_5932.jpg,500,333,sad,160,128,216,186
243.921057_142091_5932.jpg,500,333,neutral,120,132,153,182
244.26034732_SK2_2743.jpg,800,533,neutral,214,221,281,295
244.26034732_SK2_2743.jpg,800,533,neutral,280,201,341,285
244.crop.JPG,260,298,sad,101,20,175,129
244.crop2.JPG,241,209,angry,84,38,135,112
244.crop3.JPG,373,312,sad,243,57,342,256
244.storyblocks-smiling-asian-woman-in-ardha-padmasana-half-lotus-pose-on-beach-by-sea_SCgdpEkTwQ_SB_PM.jpg,1000,667,smile,364,89,449,191
245.359221_255872_3530.jpg,709,482,neutral,369,112,419,177
245.500_F_276631713_lPIYVuhOzFtJvXMf1CC5pwXrn8xRtjQV.jpg,500,334,smile,109,88,161,158
245.500_F_276631713_lPIYVuhOzFtJvXMf1CC5pwXrn8xRtjQV.jpg,500,334,smile,269,53,325,129
245.Asian_Smile_Hands_465070.jpg,1280,854,smile,409,322,590,520
245.https%3A%2F%2Fs3-ap-northeast-1.amazonaws.com%2Fpsh-ex-ftnikkei-3937bb4%2Fimages%2F5%2F0%2F8%2F0%2F21800805-2-eng-GB%2FCropped-1563791038RTS2LV06.jpg,2805,1578,smile,1189,308,1672,893
246.rbrb_0701.jpg,414,414,surprise,223,133,323,268
247.90421a620822204833fb89717b6f0d68.jpg,600,400,neutral,256,131,332,264
248.16193315_45557627.jpg,700,465,angry,276,78,433,275
248.crop2.JPG,268,200,sad,73,73,164,178
248.crop3.JPG,213,193,sad,94,69,174,164
248.crop4.JPG,241,200,sad,88,51,166,155
248.crop5.JPG,278,215,neutral,111,77,203,177
248.crop7.JPG,263,217,sad,112,86,209,182
248.focused_crop.JPG,307,437,smile,108,105,169,175
248.inline_image_preview.jpg,590,332,smile,150,66,293,236
249.simu_liu_2_.jpg,350,197,smile,102,16,248,194
249.weightlifting-commonwealth-games-day-1_954e8b50-57a8-11e9-a3e2-a2adcdfec8f1.jpg,960,540,smile,412,108,534,241
25.1L52UITKOD_2.jpg,490,271,sad,111,40,264,204
25.2022392.jpg,1200,800,smile,372,182,464,352
25.2022392.jpg,1200,800,smile,616,152,685,283
25.2022392.jpg,1200,800,smile,768,221,867,397
251.08096387cea38a5fc75a8ecaa8e928be.jpg,813,1280,neutral,300,270,509,563
251.crop.JPG,736,752,neutral,172,275,281,417
251.crop.JPG,736,752,neutral,401,222,475,362
251.DSC04352.jpg,600,401,neutral,64,22,414,401
252.00000104596220190420193957372.jpg,638,361,neutral,65,130,130,198
252.00000104596220190420193957372.jpg,638,361,neutral,507,133,571,203
252.500_F_221830688_i5uGYoJH6PBf9P97xYqxq4jOb4shwJCV.jpg,500,334,angry,218,73,268,136
252.B120188731_13_nologo.jpg,1280,720,sad,436,167,747,519
253.1098320636.jpg,509,339,angry,169,26,270,127
253.Mountain-Cry.jpg,1024,784,neutral,420,266,604,477
253.Smiling-Asian-at-Japanese-supermarket.jpg,640,360,smile,388,58,457,143
253.SSI_20180824163719.jpg,580,388,sad,120,150,180,250
253.SSI_20180824163719.jpg,580,388,sad,287,120,439,270
253.SSI_20180824163719.jpg,580,388,sad,176,148,243,244
254.k-78-jg-1102.jpg,400,400,smile,158,73,259,197
255.121949320-portrait-of-young-funny-asian-man-gesturing-shocked-or-surprised-expression-with-mouth-open-and-poin.jpg,450,338,surprise,184,70,303,255
255.model-women-Thai-Asian-smiling-face-1218983.jpg,1367,2048,neutral,454,649,682,927
256.crop.JPG,464,640,neutral,116,158,218,267
256.crop.JPG,464,640,neutral,312,163,377,248
257.500_F_245763489_u7upFGHogrvTClUEcP48UbJ86c2LBJnv.jpg,459,500,smile,229,116,279,172
257.crop.JPG,223,236,neutral,91,27,149,88
257.crop.JPG,223,236,neutral,94,128,150,188
257.crop2.JPG,222,233,neutral,97,113,149,182
257.crop2.JPG,222,233,neutral,98,23,152,83
257.crop3.JPG,198,174,sad,60,86,114,152
257.crop4.JPG,210,157,neutral,54,55,112,119
257.D1522_38_043_0004_600.jpg,600,316,smile,253,84,339,172
257.naver_crop.JPG,324,242,sad,112,58,213,178
258.PS15112200393.jpg,670,432,smile,192,95,255,186
259.0d20eb6303e053fb1f8743d1bc74c9e3.jpg,480,270,sad,140,61,271,202
259.crop.JPG,440,431,sad,162,181,272,350
259.k-70-jj-ae-0894.jpg,400,264,smile,109,94,149,154
259.k-70-jj-ae-0894.jpg,400,264,smile,198,117,250,186
259.ST_20190725_FDSKIRT_5001153.jpg,780,520,neutral,262,55,296,93
259.ST_20190725_FDSKIRT_5001153.jpg,780,520,neutral,534,53,571,98
259.ST_20190725_FDSKIRT_5001153.jpg,780,520,neutral,475,27,512,73
259.ST_20190725_FDSKIRT_5001153.jpg,780,520,neutral,413,73,447,111
259.ST_20190725_FDSKIRT_5001153.jpg,780,520,neutral,363,42,397,80
26.84c15602244f82cb947c2b67f9efc79c.jpg,600,900,neutral,166,221,408,543
26.closeup-portrait-smiling-handsome-asian-man_1262-3728.jpg,626,417,smile,328,83,467,273
26.depositphotos_131790096-stock-photo-happy-senior-asian-couples-chatting.jpg,1600,1300,smile,548,283,710,517
26.depositphotos_131790096-stock-photo-happy-senior-asian-couples-chatting.jpg,1600,1300,smile,940,352,1065,548
26.depositphotos_131790096-stock-photo-happy-senior-asian-couples-chatting.jpg,1600,1300,smile,1357,302,1498,522
26.jjCV.jpg,400,305,sad,113,30,290,274
260.angry-asian-business-woman-mad-computer_34670-593.jpg,626,417,angry,200,72,310,204
261.Beautiful-Asian-Girl-Smile-Happy-4K-Ultra-HD-Mobile-Wallpaper-950x1689.jpg,950,1689,smile,369,281,579,532
263.240_F_266295896_H62ybNsZwOnnNvdyzEWzZDa3WWp2YFFf.jpg,480,240,smile,227,54,311,138
263.Law-Office-Josephine-Rich-Happy-Family-2.jpg,360,240,smile,131,39,168,80
263.Law-Office-Josephine-Rich-Happy-Family-2.jpg,360,240,smile,191,29,222,79
263.Law-Office-Josephine-Rich-Happy-Family-2.jpg,360,240,neutral,98,44,119,77
263.Law-Office-Josephine-Rich-Happy-Family-2.jpg,360,240,neutral,223,81,254,120
264.tumblr_os1yu16KK11tg0mmfo7_250.jpg,250,351,smile,85,72,174,182
265.children-3391708__340.jpg,826,340,neutral,686,76,737,142
265.children-3391708__340.jpg,826,340,neutral,50,59,94,121
265.children-3391708__340.jpg,826,340,neutral,249,68,304,133
265.children-3391708__340.jpg,826,340,neutral,390,80,447,146
265.crop.JPG,587,395,smile,130,69,192,162
265.crop.JPG,587,395,neutral,403,135,471,235
265.crop2.JPG,297,215,smile,199,57,231,108
266.20190521507651.jpg,512,273,neutral,118,67,154,125
266.20190521507651.jpg,512,273,smile,369,57,411,102
267.611211110012812370_1.jpg,540,328,neutral,79,66,181,183
268.7.jpg,852,480,smile,423,91,619,312
268.crop.JPG,188,150,neutral,50,62,120,137
268.crop2.JPG,178,157,sad,31,48,100,135
268.large_crop.JPG,316,248,sad,115,38,225,176
268.large_crop3.JPG,414,332,sad,109,110,220,250
27.Happy-Asian-Family.jpg,600,400,smile,65,129,201,273
27.Happy-Asian-Family.jpg,600,400,smile,194,85,276,201
27.Happy-Asian-Family.jpg,600,400,smile,300,87,392,206
27.Happy-Asian-Family.jpg,600,400,smile,438,120,526,256
27.pKwD8pTdIMUV636077174063885437.jpg,1280,720,angry,422,114,821,656
270.IMG_20170401_232114.jpg,250,250,neutral,54,65,190,219
271.1550402337210360.jpg,540,381,neutral,212,81,331,251
271.1550402337210360.jpg,540,381,neutral,38,90,121,205
271.960x0.jpg,960,670,neutral,93,102,188,221
271.960x0.jpg,960,670,neutral,247,141,343,247
271.960x0.jpg,960,670,smile,582,185,679,301
271.960x0.jpg,960,670,smile,693,118,794,253
271.960x0.jpg,960,670,smile,420,129,514,254
271.crop.JPG,253,221,neutral,49,30,118,111
271.crop2.JPG,234,191,neutral,111,69,184,155
271.crop3.JPG,244,195,neutral,113,39,170,107
272.crop.JPG,311,367,neutral,133,68,197,194
272.mother-from-holding-crying-asian-baby-boy_38045-688.jpg,626,417,neutral,352,118,457,232
275.29906170001_5640372701001_5640370966001-vs.jpg,750,422,neutral,249,76,487,400
275.925826_1098630236844265_1790702780_n.jpg,430,430,smile,154,82,255,190
275.The-happier-we-get...jpg,933,700,smile,198,258,334,418
276.img_20190124094355_e228336d.jpg,684,381,neutral,303,116,422,241
276.KIMREEAA-KR.jpg,905,1280,smile,446,257,650,498
277.beautifulasiansmile.jpg,683,342,smile,184,1,600,331
279.1147016815.jpg,509,339,neutral,226,116,277,182
279.maxresdefault.jpg,1280,720,smile,469,208,748,531
28.crop.JPG,566,320,neutral,178,43,317,212
28.crop2.JPG,515,308,neutral,204,87,354,234
28.crop3.JPG,514,296,sad,143,64,291,247
28.crop4.JPG,533,313,sad,239,44,385,204
28.Depositphotos_6264862_m-2015-2-300x300.jpg,300,300,smile,67,54,201,210
28.maxresdefault.jpg,1280,720,neutral,598,73,1015,648
28.VD72907317_w640.jpg,640,360,sad,49,75,244,310
28.VD72907317_w640.jpg,640,360,sad,370,6,598,270
280.asian-angry-annoyed-husband-with-happy-stubborn-wife_39688-1451.jpg,626,469,angry,366,77,588,346
280.asian-angry-annoyed-husband-with-happy-stubborn-wife_39688-1451.jpg,626,469,neutral,143,206,234,318
280.crop.JPG,458,402,smile,151,79,226,160
281.57105_48036_3501.jpg,600,337,smile,70,103,112,163
281.57105_48036_3501.jpg,600,337,smile,339,126,387,188
281.57105_48036_3501.jpg,600,337,smile,145,145,187,209
282.af4bcce6f613d404841fd397937b37fc.jpg,1080,1350,smile,289,683,376,777
282.dr-shrutika.jpg,225,190,smile,74,42,133,107
284.frustrated-angry-asian-man-who-waiting-friend-who-late-appointment_39688-500.jpg,626,469,angry,259,104,352,228
284.maxresdefault.jpg,1280,720,neutral,372,105,598,384
285.crop.JPG,567,425,surprise,166,82,263,202
285.crop2.JPG,547,467,surprise,303,149,399,279
287.smiling-asian-man-using-tablet-computer_1262-18324.jpg,626,417,smile,220,49,296,141
288.946715_42082b2becc424fd3a1ad60bd8558c25-692x360.jpg,692,360,neutral,307,49,410,176
288.crop.JPG,513,328,neutral,62,53,170,177
288.crop.JPG,513,328,surprise,329,52,405,150
288.crop2.JPG,378,374,smile,139,116,245,239
288.l_2019041601001716400158071.jpg,600,814,sad,312,215,450,284
289.4a57fb468a93ade4ab1381fe08aa638dbe0741916433f9e2964b72aa80f54c69.jpg,610,882,smile,205,157,399,377
289.993260890.jpg,509,339,smile,139,102,210,204
289.depositphotos_89225744-stock-video-asian-woman-surprised-happy-face.jpg,608,320,neutral,146,144,283,279
29.1.jpg,852,480,smile,170,61,404,342
29.34578303404_bc23550156_b.jpg,1023,894,sad,456,114,847,577
29.73543206-indian-business-man-smiling-concept.jpg,450,338,smile,97,58,218,214
290.500_F_254746373_va3nvYJNsnCRWPpJvy3Cvx5EIz9o4F6q.jpg,500,334,smile,281,55,334,126
290.happy-asian-smile.jpg,800,1200,smile,437,189,636,477
